IDNumber,data,AgeInMonths,Gender,ParentHighestEducation,Ethnicity,Region,q0010,q0011,q0012,q0013,q0014,q0015,q0016,q0017,q0019,q0023,q0026,q0027,q0028,q0029,q0030,q0031,q0032,q0035,q0037,q0038,q0039,q0040,q0042,q0044,q0045,q0046,q0047,q0048,q0049,q0050,q0052,q0053,q0054,q0055,q0057,q0058,q0061,q0063,q0065,q0066,q0067,q0068,q0070,q0072,q0073,q0074,q0075,q0076,q0077,q0078,q0080,q0081,q0083,q0084,q0085,q0087,q0088,q0089,q0090,q0091,q0092,q0093,q0095,q0097,q0098,q0100,q0101,q0102,q0104,q0105,q0109,q0110,q0111,q0113,q0114,q0115,q0116,q0117,q0118,q0119,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
700253,Qual,4,Male,High school graduate (including GED),White,midwest,1,1,1,1,1,1,4,1,2,1,4,4,1,4,4,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,03.5 to 6 mo,88,14,26,10,15,10,16,11,11
700254,Qual,4,Female,High school graduate (including GED),White,south,1,1,1,1,1,1,2,2,1,1,2,4,1,3,3,1,3,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,87,12,21,12,15,10,15,14,10
700255,Qual,4,Male,High school graduate (including GED),White,west,2,2,3,1,2,2,2,3,2,3,2,2,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,2,2,2,4,2,2,4,1,2,2,03.5 to 6 mo,87,22,17,17,13,10,15,15,23
700256,Qual,5,Male,High school graduate (including GED),White,northeast,1,2,2,1,1,2,1,1,1,1,2,3,1,3,4,1,3,1,3,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,4,1,1,4,2,3,2,03.5 to 6 mo,89,13,22,13,14,10,15,15,20
700257,Qual,7,Male,High school graduate (including GED),White,south,2,1,1,1,1,2,1,1,1,1,3,2,2,2,3,1,3,1,3,2,1,1,2,3,2,2,1,2,1,1,1,1,1,2,3,2,4,1,1,3,1,1,1,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,07 to 10.5 mo,99,12,22,16,19,11,14,17,11
700258,Qual,9,Male,High school graduate (including GED),White,south,3,3,3,2,2,3,1,3,2,1,2,4,2,4,2,1,2,2,2,2,1,1,2,2,2,1,2,3,1,1,2,1,1,2,3,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,3,4,1,2,2,3,2,2,1,1,1,2,1,1,2,2,4,1,1,1,1,2,1,2,2,2,2,2,2,2,07 to 10.5 mo,103,23,23,16,16,11,21,16,18
700259,Qual,9,Female,High school graduate (including GED),Hispanic,midwest,1,1,1,1,1,1,1,1,1,1,4,3,2,3,4,1,3,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,87,10,24,12,13,11,14,13,10
700260,Qual,4,Female,High school graduate (including GED),White,northeast,1,1,1,1,1,1,1,1,1,1,1,4,1,3,4,1,4,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,86,10,24,11,13,10,14,14,10
700261,Qual,4,Male,High school graduate (including GED),Black,south,1,4,1,1,1,3,1,1,1,1,2,3,1,4,3,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,4,1,2,4,2,1,2,3,4,2,1,2,2,2,4,3,2,3,4,4,4,3,3,4,4,3,1,2,1,1,1,1,1,1,2,1,4,3,4,3,1,1,2,3,3,3,03.5 to 6 mo,123,15,19,13,20,25,34,12,27
700262,Qual,7,Female,Some college or associate degree,Hispanic,south,1,1,1,1,1,2,3,1,1,1,2,3,1,3,3,1,3,1,4,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,4,2,1,2,1,1,1,07 to 10.5 mo,86,13,22,13,15,10,13,13,15
700263,Qual,7,Female,Some college or associate degree,White,midwest,1,1,1,1,1,1,1,1,1,1,2,3,1,2,2,1,2,1,3,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,3,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,2,2,2,2,1,1,1,07 to 10.5 mo,88,10,18,12,16,11,16,15,14
700264,Qual,9,Male,Some college or associate degree,Hispanic,midwest,1,1,1,1,1,1,1,3,1,1,4,4,2,4,3,1,2,2,4,1,2,1,2,1,2,2,1,3,1,1,1,1,2,1,3,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,3,3,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,07 to 10.5 mo,101,12,27,16,16,12,17,13,14
700265,Qual,7,Female,Some college or associate degree,Hispanic,south,1,2,1,2,1,2,1,1,1,1,4,3,1,1,2,1,1,1,3,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,07 to 10.5 mo,83,13,18,13,15,12,13,12,12
700266,Qual,8,Male,High school graduate (including GED),Hispanic,west,1,1,1,1,1,1,1,1,1,1,4,3,1,3,3,1,3,1,3,1,2,1,1,1,1,1,1,4,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,3,2,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,07 to 10.5 mo,92,10,23,14,13,14,17,11,11
700267,Qual,8,Male,Some college or associate degree,White,northeast,1,1,1,1,1,2,1,1,1,1,2,2,1,1,3,1,3,2,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,83,11,17,14,11,14,12,15,10
700268,Qual,4,Male,Some college or associate degree,MultiRacial,south,1,1,1,1,1,2,2,2,2,1,2,4,1,4,3,1,3,1,3,1,1,1,2,2,2,1,2,2,2,1,2,1,1,1,2,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,3,1,1,2,1,1,1,03.5 to 6 mo,94,14,23,16,18,10,14,13,13
700269,Qual,4,Male,Did not complete high school (no diploma),White,south,1,1,1,1,1,1,1,1,1,1,2,4,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,3,1,1,03.5 to 6 mo,75,10,20,12,10,10,13,10,15
700270,Qual,5,Male,Some college or associate degree,Hispanic,northeast,1,1,1,2,1,1,2,1,1,1,2,3,1,2,1,1,2,2,4,1,1,1,2,1,2,1,1,2,1,1,1,1,1,3,2,2,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,2,1,1,1,1,2,2,1,1,2,2,2,1,2,1,4,2,4,4,1,2,4,4,4,3,03.5 to 6 mo,93,12,19,13,20,10,15,16,32
700271,Qual,5,Male,Some college or associate degree,Other,midwest,2,1,1,1,1,2,1,2,1,1,3,1,1,1,3,1,2,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,3,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,78,13,17,12,15,11,12,11,10
700272,Qual,8,Female,Some college or associate degree,White,midwest,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,3,1,1,1,1,1,1,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,4,2,1,2,2,2,2,07 to 10.5 mo,83,19,14,15,15,10,14,15,18
700273,Qual,4,Male,Some college or associate degree,Hispanic,west,1,1,1,1,1,2,2,1,1,2,2,3,1,2,2,1,1,1,4,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,76,13,18,13,11,10,12,12,10
700274,Qual,5,Female,Some college or associate degree,Black,midwest,1,2,2,1,1,3,2,2,1,4,4,3,1,2,3,1,3,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,83,19,21,12,12,10,14,14,10
700275,Qual,8,Female,Some college or associate degree,White,south,1,1,1,1,1,1,1,1,1,1,4,4,1,1,4,2,2,1,4,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,2,2,2,1,1,1,1,1,1,4,2,2,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,2,1,07 to 10.5 mo,93,10,24,12,15,17,14,11,13
700276,Qual,7,Male,Some college or associate degree,White,midwest,1,1,1,1,1,2,1,1,1,1,3,4,1,4,4,1,3,1,4,1,1,1,2,1,1,1,1,3,4,1,1,1,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,2,1,1,07 to 10.5 mo,98,11,26,16,17,10,16,13,13
700277,Qual,8,Female,Some college or associate degree,Black,south,1,1,1,1,1,1,1,1,1,1,3,2,1,2,4,1,4,1,4,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,2,1,4,1,1,1,1,3,1,1,2,1,1,2,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,90,10,23,14,14,15,13,11,10
700278,Qual,9,Male,High school graduate (including GED),White,south,1,1,1,1,1,2,1,1,2,2,2,4,1,3,4,2,4,1,4,1,2,1,2,3,2,3,1,2,1,1,3,1,1,2,3,2,3,2,2,1,1,1,1,1,2,2,1,2,1,1,3,4,2,4,1,1,2,2,2,1,2,3,1,2,3,3,2,2,2,2,1,1,2,4,3,2,4,2,1,2,07 to 10.5 mo,121,13,26,18,20,13,22,22,22
700279,Qual,9,Male,Some college or associate degree,MultiRacial,midwest,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,2,3,1,4,2,1,1,1,3,3,2,2,4,1,1,2,1,2,2,2,2,3,1,2,2,2,2,1,1,1,1,2,1,2,1,2,3,3,4,2,2,2,3,1,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,2,2,3,2,2,2,07 to 10.5 mo,122,10,31,19,19,14,24,15,19
700280,Qual,4,Male,Some college or associate degree,White,south,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,2,1,4,1,1,1,2,1,1,1,1,2,1,1,1,1,1,3,1,1,3,2,2,1,2,1,1,1,1,1,1,2,2,1,1,3,1,3,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,3,1,1,2,03.5 to 6 mo,85,12,17,12,16,13,14,13,15
700281,Qual,4,Female,High school graduate (including GED),Hispanic,west,1,1,1,1,1,1,2,1,1,3,2,2,1,2,2,1,3,1,3,1,2,1,2,3,1,1,2,2,1,1,1,1,1,2,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,3,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,91,13,18,16,15,10,16,16,10
700282,Qual,4,Male,High school graduate (including GED),White,northeast,1,2,1,2,2,3,3,2,1,1,2,3,1,3,3,3,2,3,1,3,1,1,1,1,1,1,2,3,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,80,18,24,13,13,10,10,10,10
700283,Qual,5,Male,Did not complete high school (no diploma),Hispanic,west,1,2,1,1,1,1,1,1,1,1,3,3,1,3,3,1,3,1,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,3,1,1,2,2,3,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,4,3,03.5 to 6 mo,90,11,22,13,14,11,17,13,16
700285,Qual,5,Female,Some college or associate degree,White,south,1,1,1,1,1,3,1,1,1,1,4,4,2,3,3,1,4,1,2,1,1,1,1,1,2,3,1,2,1,1,1,1,1,2,2,1,4,2,2,2,1,1,1,1,1,2,1,2,2,1,2,4,2,2,1,2,1,2,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,4,1,2,3,2,2,2,03.5 to 6 mo,103,12,25,14,18,13,18,15,19
700286,Qual,8,Male,High school graduate (including GED),White,west,1,2,2,2,1,2,2,1,2,2,2,3,2,2,2,1,2,3,3,2,2,3,3,3,2,3,3,2,2,3,2,3,2,3,2,1,3,2,2,3,3,2,2,3,2,2,3,2,3,1,3,3,3,2,2,2,2,2,2,3,3,3,2,3,3,2,2,2,3,3,3,2,2,3,2,3,2,3,2,3,07 to 10.5 mo,144,17,22,26,23,23,24,26,25
700287,Qual,6,Male,High school graduate (including GED),Hispanic,south,1,1,1,1,1,2,3,1,1,2,4,4,1,1,4,1,2,1,4,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,3,2,03.5 to 6 mo,89,14,23,14,13,15,12,12,15
700288,Qual,5,Male,Some college or associate degree,Black,south,1,1,1,1,1,4,1,1,1,1,1,4,1,1,4,1,3,1,4,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4,2,3,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,2,4,1,1,4,4,1,1,03.5 to 6 mo,92,13,21,14,15,10,17,15,20
700289,Qual,9,Male,Some college or associate degree,White,midwest,1,1,1,1,1,2,1,2,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,77,12,15,11,14,11,15,11,11
700290,Qual,6,Female,High school graduate (including GED),White,west,1,1,2,1,1,1,4,3,1,1,4,4,1,4,3,1,4,1,4,1,2,1,1,1,1,1,2,3,3,2,3,2,3,3,3,4,2,3,2,1,1,1,1,3,1,1,1,3,2,2,2,2,2,1,1,3,3,2,3,1,3,3,2,1,2,3,2,2,3,3,2,3,2,2,2,4,2,4,3,3,03.5 to 6 mo,130,16,27,17,26,16,20,24,27
700291,Qual,4,Female,Some college or associate degree,MultiRacial,south,1,1,1,1,1,1,1,1,1,1,1,4,1,4,3,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,76,10,20,13,11,10,12,10,10
700292,Qual,4,Female,Some college or associate degree,Hispanic,south,1,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,3,3,1,4,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,81,16,14,12,12,18,12,13,10
700293,Qual,9,Male,Some college or associate degree,MultiRacial,northeast,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,1,3,1,3,1,1,4,1,1,1,2,1,3,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,07 to 10.5 mo,91,10,22,16,14,10,15,14,12
700294,Qual,7,Male,High school graduate (including GED),Hispanic,northeast,1,1,1,1,1,2,1,2,1,1,2,3,1,4,4,1,1,1,2,1,2,1,1,2,3,1,1,2,1,1,1,1,2,3,3,2,2,1,2,1,1,2,2,1,1,2,1,1,1,3,1,1,3,4,1,2,4,1,2,1,2,2,1,3,2,3,3,4,2,1,1,1,1,3,1,1,2,2,2,1,07 to 10.5 mo,111,12,20,15,18,15,20,23,15
700295,Qual,7,Female,High school graduate (including GED),Black,northeast,1,1,1,1,1,1,1,1,1,1,4,4,3,4,4,1,4,1,1,1,2,1,2,2,2,2,1,3,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,4,2,1,1,1,2,1,07 to 10.5 mo,98,10,27,17,15,12,13,14,15
700296,Qual,6,Female,High school graduate (including GED),Black,south,1,1,1,1,1,1,2,1,1,1,2,3,2,2,3,1,2,2,3,1,1,1,1,1,2,2,1,4,1,1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,1,2,1,3,1,2,2,3,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,03.5 to 6 mo,92,11,21,15,14,14,13,15,11
700297,Qual,4,Male,Some college or associate degree,MultiRacial,west,1,3,2,1,1,1,4,2,2,2,3,4,1,3,3,1,3,3,3,4,4,2,3,2,2,2,2,2,4,1,1,1,1,4,2,1,3,1,4,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,3,2,2,3,2,2,1,1,2,1,4,4,2,4,4,4,4,03.5 to 6 mo,114,19,28,24,19,12,12,19,30
700298,Qual,7,Male,Some college or associate degree,Asian,midwest,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,63,12,12,10,10,10,11,10,10
701185,Qual,4,Male,Some college or associate degree,White,west,2,2,2,2,2,2,3,2,1,3,3,3,1,3,3,2,3,1,3,1,1,1,2,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,3,2,1,1,1,1,1,2,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,93,21,23,13,17,11,15,14,10
131025,SM,4,Male,Bachelor's degree or higher,White,west,1,1,1,1,1,1,3,1,1,2,2,2,1,1,2,1,2,1,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,2,2,3,2,3,2,1,1,1,2,4,2,4,1,1,1,2,2,2,03.5 to 6 mo,89,13,18,16,14,10,13,18,21
105007,SM,5,Female,Bachelor's degree or higher,White,midwest,2,2,2,1,2,2,2,2,2,1,4,4,1,3,3,1,3,2,3,2,1,1,2,1,2,1,2,2,2,1,2,2,1,1,2,1,3,2,2,1,1,1,1,1,1,3,2,1,2,1,1,4,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,4,2,2,4,3,4,4,03.5 to 6 mo,102,18,26,15,17,14,13,17,29
105013,SM,4,Male,Bachelor's degree or higher,White,midwest,1,1,2,2,2,2,4,2,2,1,4,3,1,2,3,1,2,2,3,4,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,4,1,1,4,4,4,3,03.5 to 6 mo,88,19,25,14,12,10,12,15,24
105019,SM,5,Female,Some college or associate degree,Hispanic,northeast,2,1,2,2,1,3,3,1,1,1,3,3,1,2,3,1,2,1,3,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,2,4,1,3,1,1,1,1,1,3,1,2,1,1,1,1,4,2,3,1,1,1,1,1,1,1,3,1,1,2,2,2,1,1,1,2,1,1,1,1,1,2,3,3,3,03.5 to 6 mo,96,17,20,15,17,13,16,15,18
105029,SM,7,Male,Bachelor's degree or higher,White,midwest,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,61,10,10,10,10,10,11,10,10
